amount,time,is_international,card_present,Class
1598.5943651323707,9,0,1,0
2732.3216941616593,1,0,1,0
2263.000887727748,23,0,1,0
1576.191836986369,10,0,1,0
2410.613946490685,23,0,1,0
2077.6620394784322,2,1,1,0
2774.9159924263113,22,0,1,0
1438.357524898118,22,0,1,0
1737.8702827217853,1,0,1,0
1686.313477494274,8,0,1,0
829.1880414943053,18,0,0,0
2236.8962216516607,1,0,1,0
2208.8442177439115,18,1,1,0
2004.0907653139686,1,0,1,0
1812.3302932998824,14,0,1,0
867.7034063596686,23,0,1,0
1663.4837417877127,20,0,1,0
1725.8283867785844,2,0,1,0
1358.178184622705,4,1,0,0
1870.9714306671926,10,1,1,0
2323.2406854516307,23,0,1,0
3508.948720968424,6,0,1,0
2139.6622502654714,5,0,1,0
2206.0403125782113,13,0,1,0
1940.4432673870663,0,1,1,0
464.98302776076684,16,0,1,0
1978.7888996406266,16,0,1,0
2048.184167952821,13,0,1,0
3970.593689988229,9,0,1,0
1846.111228175102,7,0,1,0
2241.23787386689,7,0,0,0
1972.2305842358053,13,0,0,0
1065.0575699043743,6,0,1,0
2914.2582516120165,5,0,1,0
2601.5464261494194,3,0,1,0
2632.8255576344372,0,0,1,0
1272.490036164209,14,0,1,0
3122.235448748879,14,0,1,0
878.5191497661754,0,0,1,0
2469.4856750402164,19,0,1,0
3752.364500647983,2,0,0,1
1207.5709398954493,22,0,1,0
1546.9618163177824,4,0,1,0
2079.721092070113,4,0,1,0
1597.2194767070407,3,0,0,0
759.4692551470939,16,0,1,0
2054.850379844822,20,0,1,0
1150.1570290191162,19,1,1,0
2378.873944508145,13,0,1,0
1264.4606126129574,7,0,1,0
3239.947524014032,1,0,1,0
1373.3973661310104,7,1,1,0
1742.3507870354595,0,1,1,0
2650.8137738957357,3,1,1,0
1015.3085468528358,18,0,1,0
2181.9679476833035,4,0,1,0
3045.7142034259423,4,0,1,0
714.0134123510179,20,0,1,0
2147.7070868258434,19,0,0,0
2207.9062353987388,23,0,1,0
2625.4582974218483,18,0,1,0
1010.4394312975344,11,0,1,0
943.6347095325789,19,0,1,0
2417.553252493518,0,0,1,0
2237.5877385865488,6,0,1,0
2200.3942802767015,16,0,1,0
2277.1585675975807,1,0,1,0
1455.9802227372074,10,0,1,0
2185.802957728803,6,1,1,0
2234.457978638945,16,0,1,0
1428.5188655789057,2,1,1,0
3492.619608915805,21,0,1,0
2379.06633672943,5,0,1,0
1046.9572022378811,21,0,1,0
2525.2428869070636,10,0,1,0
1220.254663818143,17,0,1,0
2629.6676829939615,17,0,1,0
2926.8764632059233,21,1,1,0
1343.4541453186316,9,1,1,0
2770.7009033954573,4,1,1,0
2330.224741549199,22,1,1,0
2657.648127995592,22,0,1,0
3517.434386123158,20,0,1,0
1803.6895071977035,23,0,1,0
1397.0110685140085,21,0,1,0
1288.3884562995813,14,0,1,0
1347.3517720276495,20,1,1,0
1938.3186324687167,19,0,1,0
2272.921579853315,22,0,1,0
2221.3526394640153,3,0,1,0
2661.746599228819,20,0,1,0
2010.4015135023255,20,0,1,0
3162.8272617258535,0,1,1,0
1788.274533409635,14,1,1,0
4176.135333271695,16,0,1,0
2500.533878212005,18,0,0,0
1314.273954866974,13,0,1,0
1143.28600155111,18,0,1,0
2385.9779321945484,17,1,1,0
1821.2297717393194,1,0,1,0
2571.2003952736736,5,0,0,0
2378.5900996588357,12,0,1,0
1941.7368698745017,16,1,0,0
1322.565025545276,5,0,1,0
788.1222202513084,20,0,1,0
1642.788038346383,21,0,1,0
2685.119035458778,4,0,1,0
2171.274995304163,6,0,1,0
1003.4089770304096,0,0,1,0
2138.544740680946,12,1,1,0
2308.2539037830693,18,0,0,0
1292.9140510390935,21,0,1,0
2122.9800847564225,0,0,0,0
2046.5669747568,12,0,1,0
1085.6237617355014,10,0,1,0
2286.2298882786267,6,0,1,0
2448.6276210945875,19,0,1,0
2866.4409945402217,2,0,0,0
2843.041641627922,0,1,1,0
897.8645056343271,7,1,1,0
1249.7399680679018,16,0,1,0
2412.028213766928,12,0,1,0
2411.028760729767,13,0,1,0
2412.0381490448385,4,0,1,0
5082.185192523777,23,0,1,0
2456.712408554534,21,0,1,0
2908.452512144479,22,1,1,0
2763.201410794562,23,0,1,0
2521.1130010446386,5,1,1,0
1747.7846042877236,21,0,1,0
2607.175376394614,5,0,1,0
1381.7398283699426,20,0,1,0
1810.545114607993,7,1,1,0
1611.7091617367173,12,0,1,0
2065.499311509058,17,0,1,0
3851.726853338807,22,0,1,0
506.18784592660154,3,0,1,0
2549.0081522996106,16,0,1,0
709.8273030482787,4,0,1,0
1622.4545073684533,2,1,1,0
2871.160477573893,3,0,1,0
2051.42401527637,22,0,0,0
1137.804177656555,4,0,0,0
1427.7570325920256,13,0,1,0
2543.6781991477405,14,1,1,0
1415.7066946262908,19,0,0,0
2173.16687166558,16,0,1,0
2036.4574719230511,5,0,1,0
1478.7197219153463,9,0,1,0
3715.1552714602603,21,0,1,0
2507.135217854409,22,0,1,0
379.88593067391434,15,0,1,0
2149.163451815542,16,0,1,0
1470.5708281852897,13,0,1,0
2681.946667836979,19,1,1,0
1365.9834092538395,11,0,1,0
1908.2108468264807,8,0,1,0
2403.989823184366,14,0,1,0
2692.6041553360974,11,0,1,0
1039.7628743553792,13,0,1,0
1732.3990113272412,21,0,1,0
1620.043751071235,17,1,1,0
1477.3366139410305,19,0,1,0
3412.3633922248773,5,0,1,0
2323.9853687687646,3,0,1,0
991.2928365319639,22,1,1,0
2734.289557643821,11,1,1,0
3697.7249576101067,12,0,1,0
2825.9722084409177,18,0,1,0
784.5040272367892,21,0,0,0
1612.6127417069988,12,0,1,0
3013.528919349298,11,0,1,0
1433.8644275049755,19,0,1,0
2355.0555425169828,2,0,1,0
2619.7072427434696,2,0,1,0
1258.4556227375338,13,0,1,0
1952.3797151505598,17,0,1,0
-593.0138720552582,18,0,1,0
1180.489886932568,9,0,1,0
1797.9454788854719,16,0,1,0
1001.7734544281204,14,1,1,0
3305.9290431453082,18,0,1,0
855.8868976314939,8,0,1,0
1647.964410642413,3,0,1,0
2104.592461828873,14,0,0,0
3153.018631252892,18,0,1,0
851.3102790564485,15,0,1,0
2930.5310017239676,7,0,1,0
2008.1864488156696,16,0,1,0
1214.7930791616393,20,0,0,0
2369.6827794106166,0,0,1,0
2159.247756458776,6,1,1,0
1519.8264982729643,20,0,1,0
2055.841667992015,17,0,1,0
1691.7491225105919,11,1,1,0
2090.8138762009985,15,0,1,0
2529.7045396168373,0,0,1,0
3268.8134529162817,14,0,1,0
1009.7476009385208,6,0,1,0
3706.4266997250133,16,0,1,0
438.32976038199854,2,0,1,0
1878.5719239715334,10,0,1,0
2470.653765187661,5,0,1,0
2224.793494188026,5,0,1,0
1501.840384143525,14,0,1,0
1833.5021997141798,6,0,1,0
1605.5992522729339,10,0,1,0
1528.5081944446308,16,0,1,0
2679.68167761682,22,0,1,0
2285.612388772038,17,0,1,0
1445.6723237914766,21,0,1,0
2719.6799003466003,23,0,1,0
2245.8396167012875,20,0,1,0
2650.2896950711684,18,0,0,0
2503.70307353889,7,1,1,0
1336.8039912623422,23,0,1,0
1551.8551678424244,19,0,1,0
2597.8348840986096,7,0,1,0
2488.296212346772,20,0,1,0
1983.2787248286816,10,1,1,0
2093.8619066470255,20,1,1,0
3022.13191663074,2,0,1,0
1526.742888931336,22,0,1,0
2437.6779049360302,13,1,1,0
1838.2458780528848,8,0,1,0
1825.8550374182237,0,0,1,0
2879.021481589752,0,0,1,0
2660.3330791904236,11,0,1,0
2650.8077088005107,10,0,1,0
3044.3830457234635,20,0,1,0
2016.8030733062074,0,1,0,0
2545.562377035971,19,1,1,0
1751.786594725235,11,0,1,0
2259.3330819907537,16,0,1,0
1895.8855565058523,14,0,1,0
2077.5967719941746,1,0,1,0
2476.125620349531,17,0,1,0
1345.423453413222,15,0,1,0
3673.909820548368,3,0,1,0
1195.1860948002384,7,0,1,0
1028.6491097698142,1,0,1,0
2926.4886988000544,13,1,1,0
2633.330155170349,14,0,1,0
2499.295853641724,8,0,1,0
2502.676407411424,1,0,1,0
1990.2025817224683,16,1,1,0
1282.1965028113348,9,0,1,0
2060.643646554981,8,0,1,0
1458.2706307903106,1,0,1,0
2780.095786734201,23,0,1,0
1882.354094798289,18,0,1,0
1339.6022425659908,16,0,1,0
1742.8913266776053,10,0,1,0
2330.3451634204994,16,1,1,0
1549.0203577568202,9,0,1,0
1342.2236835468548,17,0,1,0
2194.94976919353,22,0,0,0
2195.973256886978,5,0,1,0
1594.4454597030963,15,0,1,0
1623.1693555053419,17,0,1,0
2185.639949886109,19,0,1,0
841.5325268021406,17,0,1,0
874.0289804987558,0,0,1,0
1425.2446229980512,2,1,1,0
1829.2422786305222,14,0,1,0
2248.7260524784037,19,0,1,0
3180.284973559642,9,0,1,0
2686.1276985616155,20,0,1,0
1872.0491760292582,4,1,1,0
1984.787033677849,14,0,1,0
1197.976508289753,22,0,1,0
1985.189491206088,13,0,1,0
1769.0730888638893,14,0,1,0
2258.1748482704716,9,0,1,0
1338.2152451581417,23,1,1,0
2415.477211392938,8,0,1,0
3226.1911304020623,11,0,1,0
1912.991881234514,6,0,1,0
2321.3693776791533,4,1,1,0
2552.11519336889,23,0,1,0
1679.023622491331,9,0,1,0
2179.2739854483334,7,0,1,0
2010.073920625436,21,0,1,0
2078.1408788390654,19,0,1,0
1381.5921729156269,15,0,1,0
2019.608139407154,11,0,1,0
2398.39863299636,8,0,1,0
3160.9148862360335,9,0,1,0
2767.4166608681653,15,0,1,0
3722.545966009245,9,1,1,0
1386.1219496895606,8,0,1,0
2697.856509376543,2,0,0,0
2146.6736045906814,18,0,1,0
3751.842346574138,10,1,1,0
1353.3613717158787,5,0,1,0
1328.2225262553793,5,0,1,0
1520.4858836447822,14,0,1,0
300.8834205521546,14,0,1,0
1579.3959826553912,12,0,1,0
1392.6938707570416,21,1,1,0
2120.315029180966,4,1,1,0
2273.4047806217277,13,0,1,0
3500.936671372709,20,0,1,0
2760.33907054884,1,0,0,0
1538.4770754700776,22,1,1,0
1281.2682629213136,11,0,1,0
2393.5353372052045,19,0,1,0
943.8134343834863,13,1,1,0
3465.167012683483,18,0,1,0
2943.5520965770297,23,0,1,0
1624.6594783162361,19,0,1,0
629.492376727298,14,0,1,0
3083.0978993323306,19,0,1,0
1908.3681237979058,23,0,0,0
2990.2530495787696,16,1,1,0
724.4578729645064,13,0,1,0
1520.4999816369818,22,0,0,0
2004.1949597745465,17,0,1,0
2037.5844750117935,21,0,1,0
1639.947622816605,23,0,1,0
2498.279945877999,4,0,1,0
1145.9036564939245,21,0,1,0
1886.0964119829653,11,0,1,0
2096.236505369519,9,0,1,0
2411.551067246999,7,0,1,0
2569.291902471112,5,0,1,0
1100.2863265297046,14,1,1,0
772.7086634115021,11,0,0,0
3022.1414575188073,5,0,0,1
2265.851209583673,11,0,1,0
1401.210770754757,14,0,1,0
3240.9215804180185,11,0,1,0
2092.539707434287,8,0,1,0
2943.4377472510614,18,0,0,0
2054.014785128087,20,0,1,0
3648.5983399055895,1,0,1,0
3404.2726739545633,12,0,1,0
1800.8286812167412,12,0,1,0
2777.256760763484,7,0,1,0
2516.300759668118,12,0,1,0
3094.905246025879,3,0,1,0
1228.0612315359165,5,0,1,0
2548.841167998751,5,0,1,0
2846.73958947967,20,0,1,0
593.0084108615085,11,0,0,0
1053.39318986738,11,0,1,0
368.6142577919195,16,1,1,0
1784.4745324443538,6,0,1,0
2574.0338046367697,14,0,1,0
3201.885641676822,23,0,1,0
2059.2758243358203,16,0,1,0
3302.8924364570335,9,1,1,0
895.9188334280868,22,1,1,0
637.2940485158763,19,0,1,0
1955.561840882705,5,1,1,0
2307.252359151446,8,1,1,0
1973.8442015247256,14,0,1,0
346.0463199680987,15,1,1,0
1928.7039683897692,20,0,1,0
956.4243995961174,7,0,1,0
2535.738039064031,15,0,0,0
2293.278596877479,4,0,1,0
1248.0961709381158,17,0,1,0
1588.9064661306452,19,0,1,0
1152.6291824888388,13,0,1,0
1949.8567221814626,1,0,1,0
2764.1138564009907,22,0,1,0
1211.419162931565,22,0,1,0
2403.2372124142757,2,0,1,0
1575.7939053020473,13,0,1,0
1365.7017341901246,6,0,1,0
1914.3757120363537,14,0,1,0
1171.8061420645008,16,0,1,0
1557.0805557222543,0,0,1,0
1041.6976859289211,8,0,1,0
3571.7801063331117,21,1,1,0
2028.2108415773828,13,0,1,0
1440.2195936059315,15,0,1,0
2171.1839285873775,20,0,1,0
1910.137560247336,12,0,1,0
1823.2243203734215,5,0,1,0
2491.33336003474,21,0,1,0
2606.006168037844,0,0,1,0
1575.599081911578,20,0,1,0
1539.345407484256,3,0,1,0
1779.9586422786847,2,1,0,0
158.46306821153212,16,0,1,0
787.8471502411583,1,1,1,0
3093.4994139556197,18,0,1,0
3315.974170801027,19,0,1,0
1800.7711683548973,22,0,1,0
2461.245570444613,21,0,1,0
2249.000123634829,7,0,1,0
4463.10464676419,14,0,1,0
2895.6599291476614,5,0,1,0
1897.6659268153867,22,0,1,0
1235.5676475196594,19,0,1,0
714.8429437939419,1,0,1,0
2162.7709086937784,14,0,1,0
1394.9194037725574,19,0,1,0
862.1970323218607,11,0,1,0
1482.7416926059786,2,0,1,0
1134.761597108484,9,0,1,0
3349.7133080580516,13,0,1,0
2705.3118055595605,21,0,1,0
1993.6218869467061,13,0,1,0
3183.9553111120204,2,0,1,0
2061.8946461180944,0,0,1,0
1310.972638937389,19,0,0,0
3218.4992618157257,0,0,1,0
2431.128034947727,1,0,1,0
1170.203076538835,18,1,1,0
1847.7290575331135,23,0,1,0
1299.5053972921942,9,0,1,0
893.7602152285313,3,0,0,0
2740.942038025313,3,0,1,0
3527.5333123761043,12,0,1,0
881.145940944687,8,0,1,0
2450.3753893524568,6,0,1,0
1479.4859447025383,15,0,1,0
1610.2996929882431,17,0,1,0
1526.0848606089046,2,0,1,0
1308.807384256147,19,0,0,0
2038.8173023558616,19,0,0,0
1335.2399068711698,9,0,1,0
2216.365460623871,23,0,1,0
1959.8095124406905,21,0,1,0
1808.8415625068722,15,0,1,0
1273.9490703667216,2,0,1,0
1538.5829355453338,10,0,1,0
2604.312980660605,9,0,1,0
2400.7337500995045,15,1,1,0
1217.955804161159,7,0,1,0
2079.465844343381,8,0,1,0
2601.109698697431,14,0,1,0
664.4757751029026,20,0,1,0
2434.688153903948,2,1,1,0
1469.9009928433227,3,0,1,0
2456.4789348745276,12,0,1,0
1389.3926747659866,11,0,1,0
556.0943194683848,20,1,1,0
697.9660496934698,8,0,1,0
2038.4679573291055,13,0,1,0
2207.7780013771853,18,0,1,0
1276.5466999164732,6,0,1,0
2510.8739670218993,15,0,1,0
670.7839501848321,21,0,0,0
1947.1361610821468,19,0,1,0
1031.1870401900346,4,0,1,0
1478.5311137582726,9,1,0,0
2037.9189370531312,17,0,1,0
1311.6693077728382,10,0,1,0
1692.3555646161396,6,0,1,0
2805.0342473715523,13,0,1,0
1538.486504381481,19,0,1,0
2668.5536896521135,17,0,1,0
1096.2345162739055,10,0,1,0
2423.8433423322263,21,0,1,0
3153.2548965263204,11,0,1,0
22.68439989816852,17,0,1,0
1362.4837956236186,1,0,1,0
2461.657701744432,22,0,1,0
1837.5636911656059,0,0,1,0
2296.916698697047,22,0,1,0
1516.8118506273436,9,0,1,0
2069.27182997832,20,0,1,0
1875.4582116863364,0,0,1,0
2934.225649327846,5,0,1,0
2203.5366746409704,6,0,1,0
2270.0821296601616,16,0,1,0
1670.4984271020262,8,0,0,0
1609.9150207420053,6,1,1,0
1653.9534497443033,16,0,1,0
2315.5617139026376,2,0,1,0
1663.2124153437896,15,0,1,0
2231.8198855171304,4,0,0,0
3660.320638916351,19,0,1,0
2696.8997627453537,17,0,1,0
1739.1811742657271,0,1,1,0
2960.971137731156,3,0,1,0
1673.5397015827589,22,0,1,0
369.5003718577168,10,0,1,0
1193.5309512660767,19,0,1,0
503.36646317931536,8,0,1,0
1718.7892127669531,7,1,1,0
2014.7347033516414,7,0,1,0
3341.1498498202263,4,0,0,1
2261.5418990113303,11,0,1,0
1824.7195769529085,0,1,1,0
2663.5244649467913,14,0,1,0
231.09175279369197,17,0,1,0
2188.491646486853,5,0,1,0
2616.6921551095734,9,1,1,0
817.1310033761267,13,0,1,0
2915.003234565543,20,0,1,0
2270.797125995531,7,1,1,0
1667.769668879359,2,0,0,0
2506.225492885028,21,0,1,0
3816.554286243517,21,0,1,0
2145.493004046796,18,0,1,0
2198.576469040269,11,0,1,0
1632.5112803678048,11,0,1,0
1320.1245044281666,14,0,1,0
2664.2686532353964,6,0,1,0
1315.1329392729062,3,0,1,0
2057.252989775514,20,0,1,0
1617.8740425879066,8,0,1,0
2383.1838605971134,21,0,1,0
2266.9296842295585,15,0,1,0
2830.0319554063194,12,1,1,0
1591.9868809162024,3,0,1,0
1784.100051765303,23,0,1,0
1216.9890273741541,8,0,1,0
1644.5653919391107,20,0,1,0
2301.8403944358815,17,0,1,0
2605.5908933162814,14,0,1,0
1262.2677406578996,14,0,1,0
2695.684736084528,5,0,1,0
3084.5102870439605,10,0,1,0
2330.7479225789607,7,0,1,0
3501.436650046453,20,0,1,0
1380.9686407171416,16,0,1,0
1004.2762373508664,23,0,1,0
577.0238008765771,16,0,1,0
3196.8354491913465,23,1,0,1
2523.492525083246,17,1,1,0
1955.5322632716359,3,0,1,0
2223.974901055856,14,0,1,0
1099.6087621612987,1,0,1,0
3956.601583693461,1,0,1,0
2103.376945580182,9,0,1,0
2087.5158356839142,2,0,1,0
2580.6132991189534,7,0,0,0
2384.8073853893707,19,0,1,0
2179.107219423305,6,0,1,0
1367.6204356437506,11,0,1,0
2377.1746857087965,18,0,1,0
3505.619597180027,14,0,1,0
3076.336036923982,13,0,1,0
3274.5493013115174,15,0,1,0
1591.027458855052,13,1,1,0
1208.3161437931353,2,0,1,0
1899.3704639202815,17,0,1,0
2044.5799298309557,21,0,1,0
2875.3532147767587,5,0,1,0
646.0282962281444,16,1,1,0
3223.640255568491,22,0,1,0
1873.5936811368085,13,0,1,0
1658.495144042064,13,0,1,0
1190.3164997918661,19,0,1,0
676.1146625073845,12,1,1,0
2658.5364671695315,2,0,1,0
2058.654373750723,12,0,1,0
968.0312802071569,23,0,1,0
963.9369823491072,1,0,1,0
1731.3722405678975,8,0,1,0
3335.217220231514,12,1,1,0
1792.326918909116,7,0,1,0
797.4856375055151,15,0,1,0
1803.4055487312446,23,0,0,0
1781.8211442018637,2,0,1,0
-157.5093143532572,12,0,1,0
1956.5641067857503,3,0,1,0
1815.2523758330576,17,0,1,0
2556.9650918507346,1,0,1,0
3479.164875956276,19,0,1,0
2901.252023638206,21,1,0,0
1784.8890475561357,20,0,1,0
1114.7792730066637,14,0,0,0
4058.6878425998884,16,0,1,0
2047.3747472115906,9,0,1,0
2011.143433530357,0,0,1,0
1980.6999303119974,5,1,1,0
2158.467808614284,2,0,1,0
1884.511670460846,18,0,1,0
1541.070394495811,6,0,1,0
1562.5128470076863,12,0,1,0
1973.7973838272012,12,0,1,0
1565.260183092988,16,0,1,0
1429.7233738582686,0,0,1,0
2085.1441821535172,13,0,1,0
1796.0182260633158,2,0,1,0
3203.1943908661506,13,0,1,0
-120.77584671440945,23,0,1,0
2873.2054815379693,0,0,0,0
2996.8681539981035,15,1,1,0
341.2878140734804,9,0,1,0
1725.849924735721,12,0,0,0
1702.8473072033669,3,1,1,0
873.9906442257429,8,0,1,0
1377.7466499272998,13,0,1,0
1111.5393236273371,3,1,1,0
3401.816354738898,9,0,0,1
2748.5427145179688,7,1,1,0
3017.244075995327,22,0,1,0
2577.337651234588,2,0,1,0
1096.7585830262167,22,0,1,0
1580.383786976181,6,1,1,0
2391.4996489823343,9,0,1,0
1022.2977528864437,2,0,0,0
2570.3987441379104,1,0,1,0
1807.739681473492,14,0,1,0
1700.143353960322,8,0,1,0
2568.767974562793,14,1,1,0
2355.410649188832,16,0,0,0
1711.227067344736,6,0,1,0
2927.4638426913984,19,0,1,0
1135.1493379200822,17,0,0,0
2492.748485555411,14,0,1,0
2474.4810063747072,17,0,1,0
1752.3628485488077,23,0,1,0
2260.9064177936943,22,0,1,0
999.1091388917577,11,0,1,0
2739.221615365521,22,0,1,0
1852.0782908456088,20,0,1,0
1581.8215835847684,7,0,1,0
2839.2073806695116,1,0,1,0
1436.5250475657926,1,0,1,0
873.2309629091524,4,0,1,0
754.6966611808771,0,0,1,0
2484.8079610765117,21,1,1,0
975.6565180029736,3,0,1,0
3403.8353455874917,5,0,1,0
334.4564736930224,22,0,1,0
3357.1650946320306,12,0,1,0
2168.8139737620945,18,0,1,0
1922.629510503686,10,1,1,0
1564.0647305528403,12,0,1,0
2319.3088914816567,7,0,1,0
1969.8922380601214,6,0,1,0
2882.6415056132173,12,1,1,0
2091.382118929632,0,0,1,0
2120.2414091695023,5,0,1,0
1709.1102302289153,6,1,1,0
1954.443501023146,15,0,0,0
2246.2414151136472,14,0,1,0
631.8652858746996,19,0,1,0
921.4516623154295,1,1,1,0
2594.611275218172,22,1,1,0
2136.6923505023533,15,0,1,0
1852.8133309178568,16,0,1,0
2014.7471464523146,23,0,1,0
2278.0653642893367,14,0,1,0
1568.1922557525108,2,0,1,0
1377.35621967815,3,0,1,0
2156.676204078145,11,0,1,0
1217.3017779079744,4,0,1,0
2326.6022045715777,16,0,1,0
637.9331166097277,5,1,1,0
2823.324509860515,9,0,1,0
2378.0779859304344,21,0,1,0
2204.8237874511005,17,0,1,0
2786.1527871564113,9,0,1,0
3332.3795555700613,5,0,1,0
2811.496052014504,23,0,1,0
527.3006149346838,5,0,1,0
976.3384266114388,19,0,0,0
1500.145137843457,14,0,1,0
2020.872840168667,3,1,1,0
2414.1272163752983,15,0,1,0
1419.4049494772275,21,0,1,0
2149.413411581663,23,1,1,0
1395.693654117342,7,0,1,0
1510.7857576064414,6,0,1,0
874.6711225214221,18,0,1,0
1261.4134031112767,16,0,1,0
918.6523155069331,20,0,1,0
1219.3013976181337,12,0,1,0
2842.913437286272,14,0,0,0
1240.4808889344456,1,0,0,0
4105.905651869913,9,0,1,0
2394.6543207047116,12,0,1,0
2147.868898955899,17,0,1,0
1313.3137758550292,22,0,1,0
2560.247903527193,10,0,1,0
1539.4897390097808,12,0,1,0
2097.607851716289,18,0,1,0
4048.067630615036,23,1,1,0
1923.1520802202801,23,0,1,0
2919.4186610285406,21,0,1,0
1437.45885989929,4,0,1,0
1972.0092076024307,2,1,0,0
3416.640508508408,18,0,1,0
1498.4263537697861,22,1,1,0
3449.9588463975433,12,1,1,0
2566.2015483643804,4,0,1,0
1550.0265792845858,11,0,1,0
2505.9261912444167,13,0,1,0
2778.043559701384,5,0,1,0
2497.447969773757,21,0,0,0
743.8202240876349,8,0,1,0
1418.290259340105,16,0,1,0
1801.9850915587963,7,0,1,0
1940.453256719963,12,0,1,0
2496.5376780405422,4,0,1,0
2142.160800746603,21,0,0,0
931.7245130319191,21,0,1,0
2304.1582808047706,16,0,1,0
2488.4685962270587,2,0,1,0
2447.832358344832,5,0,1,0
2864.6245804436976,13,0,1,0
2667.137723639123,14,0,1,0
2367.3440633827495,13,0,1,0
1943.8674308330824,10,1,1,0
671.2312531872069,10,0,1,0
2343.6945753060686,8,0,1,0
2166.150149730489,5,0,1,0
2217.2630697562986,14,0,1,0
978.6011393437525,11,0,1,0
1135.15476767339,5,1,1,0
2842.522282666323,0,0,1,0
1968.355876914676,15,0,1,0
2545.2005578980998,19,0,1,0
2022.6547009043688,14,0,1,0
2023.8049115965962,1,1,1,0
2750.6270447807983,16,0,1,0
1587.164217426101,2,0,1,0
2076.8966215527867,2,1,0,0
1630.179769035966,4,1,1,0
1652.4030180541477,16,1,1,0
1752.6623012250884,22,0,1,0
2177.70701730697,16,0,1,0
1617.0011026692182,19,0,0,0
3004.6049004588167,5,0,1,0
1284.314158224397,0,0,1,0
1850.5026846709127,6,0,1,0
1648.21515338066,14,1,1,0
3157.5823074829864,6,0,1,0
2157.2438212092597,18,0,1,0
2825.4756315749078,19,0,1,0
811.5517015704224,21,0,1,0
2213.640212695407,10,0,0,0
2711.7046364987496,22,0,1,0
2065.827191420339,13,1,1,0
2852.384300052281,12,0,1,0
1586.1692399197022,19,0,1,0
3127.477952148464,8,0,1,0
3839.1184988954,8,0,0,1
1709.7291516482728,15,0,1,0
1643.5979828793825,11,0,1,0
3162.7075816941606,9,0,1,0
3263.65771658457,5,0,1,0
1581.7119782773852,17,0,0,0
1663.8505463233141,1,1,1,0
1774.5723129115943,19,0,1,0
924.4395911725783,8,0,1,0
1265.0784428126415,18,0,1,0
1196.6873865983457,5,0,0,0
1385.7619479166974,1,0,1,0
1972.2520900905752,14,0,1,0
2187.3717860292168,16,0,1,0
3240.400394251262,15,0,1,0
1201.3167674089673,20,1,1,0
2787.457918781267,7,1,1,0
1828.8089246195927,9,0,1,0
1960.4290322780537,9,0,1,0
2539.855593733283,17,0,1,0
